Slide_code,Year,Site,meanLi7,meanNa23,meanMg24,meanAl27,meanP31,meanK39,meanMn55,meanFe57,meanCu65,meanZn66,meanRb85,meanSr88,meanBa138
S1B16,2020,Flodden Stream,5.660255600577602e-4,17.944660138097763,0.11095797787299098,0.00105502345928313,0.8778838782100857,5.411029982517967,0.0023290285523525902,0.033293691846685874,9.782240309595463e-5,0.09236948728037864,8.266751699832738e-4,1.8840297519920468,0.01849626911966284
S1B17,2020,Flodden Stream,0.0014182920401707058,16.46898048763092,0.12586374662793162,3.308863937658517e-4,0.6222334717671818,4.885804992443165,0.0018843902300009084,0.0321958593398152,5.329114390510668e-5,0.07437586329636395,6.210903917850358e-4,1.865870025900375,0.017296208221001568
S1B18,2020,Heriot Burn,2.973778791443764e-4,16.40029003667423,0.11851318790978022,1.853622594198087e-4,1.129299266935707,4.281466893422126,0.011304203311507558,0.03269975972984507,1.1514356066705585e-4,0.0627559072993511,4.1582807563006214e-4,1.8970801785687388,0.009022689496240752
S1B18,2020,Heriot Burn,2.973778791443764e-4,16.40029003667423,0.11851318790978022,1.853622594198087e-4,1.129299266935707,4.281466893422126,0.011304203311507558,0.03269975972984507,1.1514356066705585e-4,0.0627559072993511,4.1582807563006214e-4,1.8970801785687388,0.009022689496240752
S1B19,2020,Whiskey Gully Stream,0.0013942550963509698,16.509081781194784,0.06798380058599628,1.7112676891305274e-4,0.4728009447811353,4.01803678182043,0.003992482728713347,0.033007846845842806,9.520259901491082e-5,0.036774278014148606,6.677984639472914e-4,1.7317817388874663,0.011130318550827162
S1B19,2020,Whiskey Gully Stream,0.0013942550963509698,16.509081781194784,0.06798380058599628,1.7112676891305274e-4,0.4728009447811353,4.01803678182043,0.003992482728713347,0.033007846845842806,9.520259901491082e-5,0.036774278014148606,6.677984639472914e-4,1.7317817388874663,0.011130318550827162
S1B2,2020,Benger Burn,0.001191901798373382,16.359091971348906,0.1451691166054905,3.869059576449059e-4,1.0216656428842612,3.740079937589559,0.03292579767109907,0.0498026482597545,5.229842138287129e-5,0.12679027872258833,2.9544639013632504e-4,1.336377499676151,0.004424300902344358
S1B3,2020,Waitahuna River,6.798999319708464e-4,15.4685367292557,0.10383560484515209,1.1957437810581325e-4,0.47799536222000366,3.5368871843312126,0.04934046079395038,0.048104629220017514,5.396611166774586e-5,0.10865974492940832,6.770142690043045e-4,1.8250125847655485,0.009736785856800576
S1B4,2020,Tuapeka Upper,8.005098117048919e-4,16.879502535890005,0.1306768737213312,1.3935921061464669e-4,1.0897249445514667,5.8936052057179165,0.03117784370131827,0.04167039147749868,1.2173268062370901e-4,0.111769426657315,0.0010983203962354308,1.3006070498727198,0.00862599046371551
S1B5,2020,Low Burn,8.159893385682222e-4,18.798780844622335,0.09307657348021182,1.0229227815011781e-4,0.37696862234064993,5.224043936374815,0.11665583776367731,0.04056327649608484,5.16306382754425e-5,0.12144174998032112,4.932641559543373e-4,1.2844381290951814,0.007701974515202681
S1B6,2020,Coal Creek,0.0010845720899893007,18.881649937788826,0.12409405624795718,1.8332952592429972e-4,0.5631364479191567,4.7131906599441775,0.010876430834393349,0.038033574585984685,5.511094907804107e-5,0.10434609685541572,3.8372278644126885e-4,1.4594617827878111,0.00655671977293517
S1B7,2020,Coal Creek,7.451799193335854e-4,19.33176917525825,0.08380104314605943,0.005807132765166717,0.5378782663310694,4.437029306517812,0.01017294771913798,0.037219403971307456,8.835263118466802e-5,0.08307762948098213,3.6506603219572123e-4,1.382196907612707,0.007493529419261203
