File,meanLi7,semLi7,meanNa23,semNa23,meanMg24,semMg24,meanAl27,semAl27,meanP31,semP31,meanK39,semK39,meanMn55,semMn55,meanFe57,semFe57,meanCu65,semCu65,meanZn66,semZn66,meanRb85,semRb85,meanSr88,semSr88,meanBa138,semBa138
S1A19 3.txt,5.354594649561168e-4,6.278820906394839e-5,17.64254119129747,0.11832493965611836,0.15238350578195667,0.0030473145628804282,9.658637489300348e-5,1.6563313482169633e-5,1.3932469822030364,0.03242938667443223,4.956959306979618,0.03621878663027128,0.007668856536679817,2.035583693107422e-4,0.03434927736058788,0.0026576216586126225,5.797738724690584e-5,5.518304635256319e-6,0.1249911595139821,0.001226177740113662,6.918575626272907e-4,8.70168602015129e-6,1.968015737019687,0.01878437502655718,0.011875338032061677,1.06479758544969e-4
S1A19.txt,5.354594649561168e-4,6.278820906394839e-5,17.64254119129747,0.11832493965611836,0.15238350578195667,0.0030473145628804282,9.658637489300348e-5,1.6563313482169633e-5,1.3932469822030364,0.03242938667443223,4.956959306979618,0.03621878663027128,0.007668856536679817,2.035583693107422e-4,0.03434927736058788,0.0026576216586126225,5.797738724690584e-5,5.518304635256319e-6,0.1249911595139821,0.001226177740113662,6.918575626272907e-4,8.70168602015129e-6,1.968015737019687,0.01878437502655718,0.011875338032061677,1.06479758544969e-4
S1A2.txt,0.0010618119715494704,7.900465652089808e-5,15.173152088820808,0.1550007813460248,0.0831667636689616,0.0030810615621362164,1.820556256948968e-4,2.2526707793817802e-5,0.5991802306293385,0.012964666438074696,3.2794178530410094,0.0333025591996653,0.028047738144457567,8.380949666626249e-4,0.05690408967787472,0.005504523676937476,8.170427846883691e-5,7.291399351623861e-6,0.09133617503708712,0.001978904193672928,2.6458854319071903e-4,5.250850819830715e-6,1.6765721601319494,0.020592450333360462,0.009148386789599497,2.4151782527082955e-4
S1A3.txt,5.561794542004875e-4,5.449315780646742e-5,14.954083140752322,0.1253848846211706,0.24801845039822812,0.004812313673059707,2.5337044182805564e-4,1.0559262433358779e-4,2.29344720530956,0.04457926102261702,3.319194008862291,0.03062531922788797,0.030204936953805966,8.86769506053615e-4,0.04667547900784123,0.0016050852075978378,7.287364759735982e-5,6.191293768212303e-6,0.1149532417979433,0.0014015581074556867,5.457942484653258e-4,7.308374950199413e-6,2.0335503350705686,0.022302117038474883,0.009322429217989045,2.3585852025323107e-4
S1A4 2.txt,8.825112523968883e-4,6.091944257601839e-5,16.347866587627994,0.12099408456150135,0.10454728502230015,0.001354360455708248,1.8251443540122787e-4,3.651585504981882e-5,0.33468360293600685,0.009439400587020419,4.313919550398876,0.034394229546073865,0.026363418126700303,7.347158824777792e-4,0.041394823485144935,6.239479387925996e-4,4.919096179898299e-5,5.083731302255519e-6,0.09022555049197202,7.075902172597757e-4,6.452640708140709e-4,8.317302672947376e-6,1.3208269107382247,0.013171030092436272,0.007256353851914244,1.0123242946446881e-4
S1A4 3.txt,8.825112523968883e-4,6.091944257601839e-5,16.347866587627994,0.12099408456150135,0.10454728502230015,0.001354360455708248,1.8251443540122787e-4,3.651585504981882e-5,0.33468360293600685,0.009439400587020419,4.313919550398876,0.034394229546073865,0.026363418126700303,7.347158824777792e-4,0.041394823485144935,6.239479387925996e-4,4.919096179898299e-5,5.083731302255519e-6,0.09022555049197202,7.075902172597757e-4,6.452640708140709e-4,8.317302672947376e-6,1.3208269107382247,0.013171030092436272,0.007256353851914244,1.0123242946446881e-4
S1A4.txt,8.825112523968883e-4,6.091944257601839e-5,16.347866587627994,0.12099408456150135,0.10454728502230015,0.001354360455708248,1.8251443540122787e-4,3.651585504981882e-5,0.33468360293600685,0.009439400587020419,4.313919550398876,0.034394229546073865,0.026363418126700303,7.347158824777792e-4,0.041394823485144935,6.239479387925996e-4,4.919096179898299e-5,5.083731302255519e-6,0.09022555049197202,7.075902172597757e-4,6.452640708140709e-4,8.317302672947376e-6,1.3208269107382247,0.013171030092436272,0.007256353851914244,1.0123242946446881e-4
S1A5.txt,6.934907992108249e-4,5.7747949162292486e-5,16.004939920424675,0.14578840777701083,0.06899234504007344,0.0013669148387222547,8.203320899134068e-5,1.58450841137301e-5,0.46324469095528026,0.005627581436253089,3.763539984599016,0.03150559812781581,0.052328953880953,0.0013120772716557465,0.04207249085817207,0.0020118012705399183,7.603497565928898e-5,6.310438235151825e-6,0.07812726116398058,0.0017985288175224555,3.3668192901763476e-4,4.939895769520366e-6,1.5171487280121707,0.021553149570670786,0.011910382838586872,4.655491733226671e-4
S1A6 2.txt,9.189461109744423e-4,6.574423311319891e-5,18.609500136259353,0.1442497861636856,0.14592857047838542,0.002187419988705801,1.1490775216793514e-4,1.720084155546453e-5,1.2002524452662513,0.018379419103094017,4.749612102885125,0.03224239457925266,0.012372233193343445,1.5241670426408978e-4,0.03791351829569971,6.081349824453043e-4,6.224216407491532e-5,5.479195593490641e-6,0.11296595635022352,0.001466105084128845,4.1918654237616345e-4,6.50684738639952e-6,1.3066868974528911,0.01248987576929552,0.005920464093170627,5.6190431286624614e-5
S1A6.txt,9.189461109744423e-4,6.574423311319891e-5,18.609500136259353,0.1442497861636856,0.14592857047838542,0.002187419988705801,1.1490775216793514e-4,1.720084155546453e-5,1.2002524452662513,0.018379419103094017,4.749612102885125,0.03224239457925266,0.012372233193343445,1.5241670426408978e-4,0.03791351829569971,6.081349824453043e-4,6.224216407491532e-5,5.479195593490641e-6,0.11296595635022352,0.001466105084128845,4.1918654237616345e-4,6.50684738639952e-6,1.3066868974528911,0.01248987576929552,0.005920464093170627,5.6190431286624614e-5
S1A7 2.txt,0.0016806426082722613,3.989357320483531e-4,18.70243286125555,0.1276233627667248,0.0933911524248212,0.0011290851822438126,0.003373337907560931,0.0032519454755532743,0.3376670580170705,0.011952926310669538,4.604573805245872,0.03353604394502138,0.011440040688981495,1.7067758445769282e-4,0.03593849902335734,5.479275307714266e-4,4.2488345884343584e-5,4.844908081116598e-6,0.1253077401600549,0.001522926516374215,3.696981357861814e-4,5.9781595350785615e-6,1.2077207154649112,0.010632596541115848,0.005560422420522892,1.237446460216215e-4
S1A7 3.txt,0.0016806426082722613,3.989357320483531e-4,18.70243286125555,0.1276233627667248,0.0933911524248212,0.0011290851822438126,0.003373337907560931,0.0032519454755532743,0.3376670580170705,0.011952926310669538,4.604573805245872,0.03353604394502138,0.011440040688981495,1.7067758445769282e-4,0.03593849902335734,5.479275307714266e-4,4.2488345884343584e-5,4.844908081116598e-6,0.1253077401600549,0.001522926516374215,3.696981357861814e-4,5.9781595350785615e-6,1.2077207154649112,0.010632596541115848,0.005560422420522892,1.237446460216215e-4
S1A7.txt,0.0016806426082722613,3.989357320483531e-4,18.70243286125555,0.1276233627667248,0.0933911524248212,0.0011290851822438126,0.003373337907560931,0.0032519454755532743,0.3376670580170705,0.011952926310669538,4.604573805245872,0.03353604394502138,0.011440040688981495,1.7067758445769282e-4,0.03593849902335734,5.479275307714266e-4,4.2488345884343584e-5,4.844908081116598e-6,0.1253077401600549,0.001522926516374215,3.696981357861814e-4,5.9781595350785615e-6,1.2077207154649112,0.010632596541115848,0.005560422420522892,1.237446460216215e-4
